Personnel No.,Entry,Action type,Personnel Subarea,Personnel Area,Chngd on,Reason for action,Leaving date,Cost Ctr,Cost Center,Functional Area,Gender Key,Birth date,Job
60048567,2015-06-15,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-05-18,VB Non-work related,2017-05-16,54-4360,Recv / Frt / Duty Pr,,Male,1996-11-21,Shipping/Receiving Clerk I
60048588,2015-06-16,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-09-22,I5 Excessive absenteeism,2017-09-21,54-1202,Prodn Line Cost Coll,,Male,1988-03-01,Manufacturing Associate I
60048591,2015-06-16,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-09-26,T2 Family issues,2017-09-11,54-1202,Prodn Line Cost Coll,,Female,1981-04-04,Manufacturing Associate I
60048600,2015-06-16,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-05-10,V0 Resignation unknown/Other,2017-05-08,54-4362,COM Recv / Frt / Dut,,Male,1988-12-20,Material Handler I
60048607,2015-06-18,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-06-09,V0 Resignation unknown/Other,2017-06-03,54-1202,Prodn Line Cost Coll,,Female,1994-02-25,Manufacturing Associate I
60048615,2015-06-15,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-08-24,V0 Resignation unknown/Other,2017-08-22,54-3520,Engr Tech Ops COMM,,Male,1953-05-07,Manufacturing Engineer
60048616,2015-06-15,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-02-24,V3 Accepted other employment,2017-02-17,54-1122,ES Line Maintenance,,Male,1979-09-09,Test Technician II
60048633,2015-06-01,30 Termination,AH-S.CA-Inc.,US-MI-AH-South-CAS,2017-08-03,VE End of assignment,2017-02-28,205-I815,I ID RD Cross PDC EE,,Male,1978-02-06,Supervisor Electrical Engineering
60048639,2015-06-29,30 Termination,Deer Park-CAS,US-IL-Deer Park-CAS Inc.,2017-08-15,V3 Accepted other employment,2017-08-11,57-3421,P TR E CE PA,,Male,1972-01-11,Sr Electrical Engineer
60048646,2015-07-06,30 Termination,AH-North CAS,US-MI-AH-North-CAS Inc.,2017-03-28,T5 End of intership,2017-03-28,1764460,CES - Chassis,,Male,1994-11-03,Intern/Student Program - Technical
60048652,2012-04-06,30 Termination,AH-North CAS,US-MI-AH-North-CAS Inc.,2017-09-25,V3 Accepted other employment,2017-09-22,2264201,ADAS GM PM/Resid.Eng,,Male,1986-01-27,Sr Staff Project Engineer
60048662,2015-07-13,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-01-26,V0 Resignation unknown/Other,2017-01-20,214-K072,Variable Maintenance,,Male,1962-03-17,Manufacturing Technician II
60048669,2015-07-13,30 Termination,Culpeper,US-VA-Culpeper-CAS Inc.,2017-07-18,V0 Resignation unknown/Other,2017-07-23,163144,MKxxE Machining,,Male,1956-05-01,CNC Set-Up/Operator
60048677,2015-07-20,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-04-27,I5 Excessive absenteeism,2017-04-25,54-4362,COM Recv / Frt / Dut,,Female,1982-12-11,Manufacturing Associate I
60048696,2015-07-21,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-05-15,T0 Need for childcare,2017-05-11,54-1202,Prodn Line Cost Coll,,Female,1994-10-21,Manufacturing Associate I
60048704,2015-07-21,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-09-01,I2 Disciplinary action,2017-08-31,54-1202,Prodn Line Cost Coll,,Female,1993-12-21,Manufacturing Associate I
60048717,2015-07-23,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-09-01,V0 Resignation unknown/Other,2017-08-31,54-1202,Prodn Line Cost Coll,,Female,1968-06-10,Manufacturing Associate I
60048762,2015-08-10,30 Termination,Deer Park-CAS,US-IL-Deer Park-CAS Inc.,2017-01-19,V0 Resignation unknown/Other,2017-01-06,57-6217,I IC RD SP TP,,Male,1972-08-18,Principal Staff Sys Architect Engineer
60048766,2015-08-10,30 Termination,San Jose CITS,US-CA-San Jose-CITS,2017-01-30,V3 Accepted other employment,2017-01-31,SW-6000,ITS R&D,,Male,1956-04-25,Manager Program Mgmt
60048778,2015-08-18,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-07-27,V3 Accepted other employment,2017-07-21,54-1202,Prodn Line Cost Coll,,Female,1967-04-05,Manufacturing Associate II
60048782,2015-08-18,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-07-10,V0 Resignation unknown/Other,2017-07-02,54-1202,Prodn Line Cost Coll,,Male,1993-05-17,Manufacturing Associate I
60048795,2015-08-20,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-05-18,V3 Accepted other employment,2017-05-16,54-1202,Prodn Line Cost Coll,,Male,1995-10-21,Manufacturing Associate I
60048803,2015-08-24,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-02-13,I2 Disciplinary action,2017-02-05,214-K058,GHPP,,Male,1989-10-17,Production Associate
60048808,2015-08-24,30 Termination,AH-S.CA-Inc.,US-MI-AH-South-CAS,2017-05-25,V3 Accepted other employment,2017-05-26,205-J158,AQL EMC Testing HC,,Male,1972-04-20,Lab Technician III
60048860,2015-09-08,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-09-11,T2 Family issues,2017-09-08,54-3520,Engr Tech Ops COMM,,Male,1986-02-22,Sr Systems Engineer
60048870,2015-08-27,30 Termination,San Jose CITS,US-CA-San Jose-CITS,2017-02-08,V0 Resignation unknown/Other,2017-02-06,SW-6000,ITS R&D,,Male,1952-09-29,Sr Manager Software Engineering
60048873,2015-09-21,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-02-14,V5 Job abandonment,2017-02-01,214-K058,GHPP,,Male,1985-07-06,Production Associate
60048883,2015-09-21,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-10-09,V0 Resignation unknown/Other,2017-10-06,54-1202,Prodn Line Cost Coll,,Female,1991-05-15,Manufacturing Associate I
60048884,2015-09-22,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-06-20,V0 Resignation unknown/Other,2017-06-13,214-941,Components Machining,,Male,1964-09-17,Production Associate
60048896,2015-09-22,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-03-30,V0 Resignation unknown/Other,2017-03-24,54-1202,Prodn Line Cost Coll,,Male,1995-11-07,Manufacturing Associate II
60048934,2015-10-12,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-10-10,V5 Job abandonment,2017-09-26,214-286,SCM - Warehouse,,Male,1971-12-11,Production Associate
60048954,2015-10-01,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-08-23,VE End of assignment,2017-08-31,214-K060,Project Manager Prod,,Male,1961-08-06,Sr Manager Focus Factory
60048988,2015-10-29,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-07-27,T2 Family issues,2017-07-26,54-1202,Prodn Line Cost Coll,,Female,1988-08-15,Manufacturing Associate I
60048991,2015-10-29,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2016-02-25,V0 Resignation unknown/Other,2017-09-29,54-1202,Prodn Line Cost Coll,,Male,1994-07-18,Manufacturing Associate I
60048998,2015-11-02,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-05-12,I5 Excessive absenteeism,2017-05-02,214-K058,GHPP,,Male,1954-04-28,Production Associate
60049032,2015-11-16,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-07-05,V3 Accepted other employment,2017-06-30,54-1202,Prodn Line Cost Coll,,Female,1988-09-20,Manufacturing Associate I
60049044,2015-11-16,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-10-02,V0 Resignation unknown/Other,2017-09-28,54-4362,COM Recv / Frt / Dut,,Male,1972-08-03,Material Handler I
60049055,2015-11-30,30 Termination,San Jose CITS,US-CA-San Jose-CITS,2017-04-06,T4 Higher pay same respons.,2017-04-07,SW-6000,ITS R&D,,Female,1988-06-20,Associate Software Engineer
60049069,2015-11-30,30 Termination,Deer Park-CAS,US-IL-Deer Park-CAS Inc.,2017-02-06,V3 Accepted other employment,2017-02-03,57-6212,I IC S1 PD,,Male,1979-12-03,Principal Staff Software Engineer
60049071,2015-11-30,30 Termination,Deer Park-CAS,US-IL-Deer Park-CAS Inc.,2017-05-22,V3 Accepted other employment,2017-05-19,57-6435,P TR E CE T&M,,Male,1981-07-07,Sr Staff Mechanical Engineer
60049092,2015-11-30,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-05-23,V0 Resignation unknown/Other,2017-05-14,54-1202,Prodn Line Cost Coll,,Male,1993-04-12,Manufacturing Associate I
60049097,2015-11-30,30 Termination,Seguin CAS,US-TX-Seguin-CAS Inc.,2017-07-24,V0 Resignation unknown/Other,2017-07-23,54-4362,COM Recv / Frt / Dut,,Male,1987-10-15,Material Handler I
60049127,2015-12-07,30 Termination,San Jose GATEWY,US-CA-San Jose-GATEWAY,2017-09-27,I7 Immigration,2017-09-29,839911,Gateway ADAS,,Male,1990-03-08,Associate Software Engineer
60049147,2015-12-18,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-02-07,V0 Resignation unknown/Other,2017-02-03,214-K058,GHPP,,Male,1975-12-17,Production Associate
60049148,2015-12-18,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-05-18,I2 Disciplinary action,2017-05-12,214-K058,GHPP,,Male,1961-08-01,Production Associate
60161360,1983-05-23,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-03-17,VL Retirement early,2017-03-15,214-713,Human Resources,,Female,1960-12-26,HR Coordinator
60162746,1995-06-14,30 Termination,Allentown,US-PA-Allentown-CAS Inc.,2017-03-20,V0 Resignation unknown/Other,2017-03-17,114706,Marketing Comm.,,Female,1965-12-06,Manager Communications
60164995,1999-09-15,30 Termination,Deer Park-CAS,US-IL-Deer Park-CAS Inc.,2017-03-08,V3 Accepted other employment,2017-02-03,57-9019,IC1 America Chrysler,,Male,1965-12-09,Manager Business Dev
60165675,2000-06-12,30 Termination,AH-S.PT-Holding,US-MI-AH-South-CAS,2017-07-26,V3 Accepted other employment,2017-07-21,205-P926,ES SE AET,,Female,1968-10-26,Sr Staff Software Engineer
60166133,2001-01-03,30 Termination,AH-S.CA-Inc.,US-MI-AH-South-CAS,2017-10-10,I1 Death,2017-10-04,205-I821,I ID RD Cross PDC TP,,Male,1965-05-18,Sr Staff Development Engineer
60167643,1986-05-01,30 Termination,AH-North CAS,US-MI-AH-North-CAS Inc.,2017-05-02,I3 Performance,2017-05-01,2264401,ADAS R & D Mgmt,,Male,1961-04-20,Manager Engineering
60168703,2002-12-05,30 Termination,AH-S.CA-Inc.,US-MI-AH-South-CAS,2017-06-09,V3 Accepted other employment,2017-06-06,205-I830,TPL Tech Proj Leader,,Female,1973-06-18,Technical Project Lead
60169287,2001-04-23,30 Termination,AH-North CAS,US-MI-AH-North-CAS Inc.,2017-08-22,V3 Accepted other employment,2017-09-06,9764406,SQM M,,Female,1972-11-06,Manager Supplier Quality
60169416,2000-03-27,30 Termination,AH-S.CA-Inc.,US-MI-AH-South-CAS,2017-03-21,V3 Accepted other employment,2017-03-10,205-I816,I ID RD Cross PDC ME,,Male,1966-08-16,Lead Staff Mechanical Engineer
60169704,1978-09-21,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-08-25,I1 Death,2017-08-18,214-K073,Variable Maintenance,,Male,1952-10-05,Maintenance Repair
60180062,1992-06-22,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-03-27,V2 Unable to return to work,2017-03-17,214-957,Regulator Assembly,,Female,1955-05-10,Cell Operate and Setup
60180151,1992-12-07,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-08-29,I2 Disciplinary action,2017-08-22,214-941,Components Machining,,Male,1967-02-16,Supervisor Maintenance Area
60180585,2004-03-01,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-08-11,V3 Accepted other employment,2017-07-28,214-966,CR3 Deka VII,,Male,1978-06-26,Cell Operate and Setup
60233335,2002-11-18,30 Termination,AH-S.PT-Holding,US-MI-AH-South-CAS,2017-01-12,V3 Accepted other employment,2017-01-12,205-P838,FM ABH Test Center,,Male,1966-05-20,Sr Staff Test Engineer
60235254,2003-03-17,30 Termination,Santa Teresa,US-NM-Santa Teresa-CAS Inc.,2017-05-30,V3 Accepted other employment,2017-05-31,203-7420,Q Incoming Inspectio,,Male,1978-09-21,Supervisor Quality Assurance
60239845,2004-01-14,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2016-02-25,I1 Death,2017-08-07,214-967,CR5 Mfg. DV,,Male,1953-01-13,Materials Administrator
60243204,1998-01-12,30 Termination,Deer Park-CAS,US-IL-Deer Park-CAS Inc.,2017-04-28,VT Transf.to other Conti comp.,2017-04-30,57-8552,BU IC1 Controlling,,Male,1975-04-18,Controller
60256630,2001-03-01,30 Termination,AH-North CAS,US-MI-AH-North-CAS Inc.,2017-06-19,V3 Accepted other employment,2017-06-16,2264333,ADAS Test & Validati,,Male,1980-04-09,Supervisor Test Engineering
60303492,1991-10-01,30 Termination,Newport News,US-VA-Newport News-C Auto Sys,2017-06-23,VE End of assignment,2017-06-30,214-K810,Segment Management,,Male,1971-12-14,Director Finance
60304067,2006-02-13,30 Termination,Allentown,US-PA-Allentown-CAS Inc.,2017-02-27,V0 Resignation unknown/Other,2017-02-22,114730,DC SHIPPING,,Male,1982-08-08,Warehouse
60306383,2004-02-02,30 Termination,Deer Park-CAS,US-IL-Deer Park-CAS Inc.,2017-07-07,V3 Accepted other employment,2017-07-07,57-9030,Tier 1 NA Selling,,Male,1977-10-14,Project Manager (Indiv)
60330960,2007-01-29,30 Termination,Troy CA,US-MI-Troy-CAS Inc.,2017-01-05,V3 Accepted other employment,2017-01-13,205-A912,CAT EM,,Male,1965-05-16,Manager Purchasing
60363440,1993-09-27,30 Termination,Chatham,CA-ON-Chatham-C Automotive,2017-05-17,VL Retirement early,2017-05-30,101-2875,S&A Sales Department,,Female,1953-09-09,Sales Associate
60363454,1995-03-20,30 Termination,Chatham,CA-ON-Chatham-C Automotive,2017-08-03,VT Transf.to other Conti comp.,2017-05-31,,,,Male,1959-06-03,
60500276,1982-03-13,30 Termination,Fort Mill-CVT,US-SC-Fort Mill-CTNA Prod,2017-10-10,I3 Performance,2017-04-06,99660,HQ Purchasing,,Female,1955-06-17,Sr Category Purchasing Specialist
60500372,1974-06-06,30 Termination,Barnsville,US-GA-Barnsville-CTNA Aldora,2017-02-27,VL Retirement early,2017-02-28,18800,AD Ind. Relations,,Female,1954-02-13,Administrative Assistant II
60500790,1985-07-15,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-02-08,I3 Performance,2017-02-07,12960,MV Data Process Dept,,Male,1953-07-27,Sr IT Business Systems Analyst
60500792,1975-02-26,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-04-28,I1 Death,2017-04-27,12570,MV Shipping and Whse,,Male,1955-05-04,Logistics Administrator
60500963,1977-02-24,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-02-02,VL Retirement early,2017-01-31,12240,MV Pass/LT Curing,,Male,1952-06-11,Set Up Technician III
60501065,1977-07-11,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-03-01,VL Retirement early,2017-02-28,12650,MV QA Lab,,Female,1958-07-31,Lab Technician III
60501315,1978-06-20,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,2017-04-05,VL Retirement early,2017-04-03,71110,Project Engineering,,Male,1956-03-05,Project Manager
60501337,1987-03-09,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-02-13,V3 Accepted other employment,2017-02-08,12260,MV PII Truck Curing,,Male,1963-12-28,Supervisor Production Lin
60501462,1997-07-23,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-10-02,VS Retiree disability,2017-09-30,12240,MV Pass/LT Curing,,Male,1958-04-10,Set Up Technician III
60501491,1989-01-23,30 Termination,Fort Mill-PLT,US-SC-Fort Mill-CTNA Prod,2017-05-08,I2 Disciplinary action,2017-05-01,999HR,HR Dummy-CoCd515 Emp,,Male,1963-10-22,Manager Product Marketing
60503252,1998-10-26,30 Termination,Fort Mill-PLT,US-SC-Fort Mill-CTNA,2017-07-07,VL Retirement early,2017-06-30,99119,DLR Channel Central,,Male,1964-01-30,Sr Sales Represeantive - SIBP
60503430,1998-08-17,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-08-28,V2 Unable to return to work,2017-08-04,12720,MV Plant Engineering,,Male,1964-12-02,Mechanical Engineer
60503963,2010-08-30,30 Termination,Barnsville,US-GA-Barnsville-CTNA Aldora,2017-01-11,I5 Excessive absenteeism,2017-01-09,18350,AD Weaving - Plant 2,,Female,1971-08-22,Sewing Operator ALD-002
60504017,1979-05-14,30 Termination,Barnsville,US-GA-Barnsville-CTNA Aldora,2017-03-31,VL Retirement early,2017-04-01,18570,AD Shipping and Whse,,Male,1954-11-05,Material Handler ALD-003
60504026,1978-04-03,30 Termination,Barnsville,US-GA-Barnsville-CTNA Aldora,2017-04-04,VL Retirement early,2017-04-01,18390,AD Direct Cabling,,Male,1960-04-04,Winding/Apex Machine Operator ALD-002
60504229,1998-09-21,30 Termination,Barnsville,US-GA-Barnsville-CTNA Aldora,2017-04-12,I3 Performance,2017-04-10,18390,AD Direct Cabling,,Male,1968-12-07,Cabler ALD-003
60504759,2010-12-13,30 Termination,Barnsville,US-GA-Barnsville-CTNA Aldora,2017-05-30,I1 Death,2017-05-19,18750,AD Janitors,,Female,1965-01-12,Janitor ALD-001
60505404,1989-01-12,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-05-16,V9 Job dissatisfaction,2017-05-15,12180,MV PII Trk Tire Bldg,,Male,1970-02-18,Tire Builder Operator MVN-122
60505420,1992-01-30,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-09-01,VS Retiree disability,2017-08-31,12180,MV PII Trk Tire Bldg,,Male,1973-03-13,Tire Builder Operator MVN-122
60505461,1989-06-22,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-06-01,VL Retirement early,2017-05-31,12030,MV Mixing,,Female,1954-05-13,Mixer Machine Operator MVN-110
60505467,1987-08-10,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-10-02,VL Retirement early,2017-09-30,12030,MV Mixing,,Male,1954-10-14,Truck Driver MVN-103
60505470,1989-04-20,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-03-14,I1 Death,2017-03-13,12050,MV CVT  Processing,,Male,1954-03-05,Calendar Machine Operator MVN-107
60505475,1975-05-14,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-04-03,VL Retirement early,2017-03-31,12250,MV Pass/LT F.F.,,Male,1954-09-26,Rework/Repair Operator Final Finish MVN-
60505480,1983-09-29,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-09-01,VL Retirement early,2017-08-31,12170,MV Tire Assembly PLT,,Male,1963-07-12,Tire Builder Operator MVN-122
60505573,1996-01-09,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-08-28,V2 Unable to return to work,2017-08-23,12250,MV Pass/LT F.F.,,Female,1965-01-15,Inspector I
60505706,1986-08-06,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-07-10,VL Retirement early,2017-06-30,12170,MV Tire Assembly PLT,,Male,1955-07-09,Tire Builder Operator MVN-122
60505761,1984-08-13,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-06-01,VL Retirement early,2017-05-31,12060,MV Radial Extruding,,Male,1963-11-21,Extruder Machine Operator MVN-123
60505766,1995-04-17,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-04-19,I5 Excessive absenteeism,2017-04-17,12170,MV Tire Assembly PLT,,Male,1962-01-27,Tire Builder Operator MVN-122
60505810,1978-02-17,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-10-10,V2 Unable to return to work,2017-05-31,22050,MV CF Pass Bead Assm,,Female,1959-10-24,Winding/Apex Machine Operator MVN-109
60505855,1995-02-02,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-09-08,V3 Accepted other employment,2017-09-06,12950,MV Prod. Mngmnt Comm,,Male,1974-01-04,Supervisor Production Area
60505882,1983-02-26,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-02-02,VL Retirement early,2017-01-31,12180,MV PII Trk Tire Bldg,,Male,1957-06-26,Tire Builder Operator MVN-122
60505888,1986-07-23,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-09-01,VL Retirement early,2017-08-31,12030,MV Mixing,,Male,1966-04-25,Mixer Machine Operator MVN-127
60505890,1987-07-23,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-10-02,VL Retirement early,2017-09-30,12030,MV Mixing,,Male,1962-09-17,Mixer Machine Operator MVN-117
60505893,1988-07-28,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-06-05,VL Retirement early,2017-05-31,12040,MV Calendering,,Male,1959-06-12,Calendar Machine Operator MVN-107
60505949,1983-08-08,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-09-01,VL Retirement early,2017-08-31,12040,MV Calendering,,Male,1959-03-08,Calendar Machine Operator MVN-126
60505978,1986-04-14,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-05-02,VL Retirement early,2017-04-30,12570,MV Shipping and Whse,,Male,1959-07-25,Material Handler MVN-002
60506023,1984-05-02,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-08-01,VL Retirement early,2017-07-31,12170,MV Tire Assembly PLT,,Male,1952-08-22,Tire Builder Operator MVN-122
60506027,1986-03-24,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-02-02,VL Retirement early,2017-01-31,12180,MV PII Trk Tire Bldg,,Male,1953-01-24,Tire Builder Operator MVN-122
60506122,1974-08-28,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-02-02,VL Retirement early,2017-01-31,12730,MV Gen Maint,,Male,1953-11-21,Electrician MVN-132
60506148,1983-09-12,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-09-01,VL Retirement early,2017-08-31,12730,MV Gen Maint,,Male,1964-10-21,Tire Builder Operator MVN-122
60506266,1978-01-18,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-02-02,VL Retirement early,2017-01-31,12180,MV PII Trk Tire Bldg,,Male,1954-09-21,Truck Driver MVN-103
60506267,1987-08-10,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-09-01,VL Retirement early,2017-08-31,12030,MV Mixing,,Male,1955-05-04,Mixer Machine Operator MVN-110
60506285,1976-09-07,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-09-01,VL Retirement early,2017-08-31,12180,MV PII Trk Tire Bldg,,Male,1957-09-02,Repair Worker  MVN-125
60506518,1991-10-17,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-03-13,V3 Accepted other employment,2017-03-10,12710,MV Maint Stores,,Male,1969-06-13,Tool Crib Attendant I
60506554,1986-09-03,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-02-02,VL Retirement early,2017-01-31,12170,MV Tire Assembly PLT,,Female,1965-08-12,Tire Builder Operator MVN-122
60506578,1977-03-17,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-08-01,VL Retirement early,2017-07-31,12180,MV PII Trk Tire Bldg,,Male,1955-01-01,Tire Builder Operator MVN-122
60506688,1984-03-06,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-10-10,I5 Excessive absenteeism,2017-02-12,10075,Mold Services Labor,,Male,1962-11-09,Machine Cleaner  MVN-002
60506715,1976-10-07,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-02-02,VL Retirement early,2017-01-31,12140,MV Pass/LT Bead Assm,,Male,1955-01-26,Winding/Apex Machine Operator MVN-109
60506736,1980-02-21,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-02-02,VL Retirement early,2017-01-31,12260,MV PII Truck Curing,,Male,1960-06-24,Press Operator MVN-115
60506738,1974-08-07,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-06-01,VL Retirement early,2017-05-31,12730,MV Gen Maint,,Male,1956-02-01,Maintenance Technician MVN-132
60506741,1984-04-16,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-05-02,VL Retirement early,2017-04-30,12570,MV Shipping and Whse,,Male,1963-07-12,Material Handler MVN-002
60506750,1987-07-23,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-08-01,VL Retirement early,2017-07-31,12030,MV Mixing,,Male,1961-10-24,Mixer Machine Operator MVN-110
60506956,1975-08-28,30 Termination,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,2017-08-01,VL Retirement early,2017-07-31,12040,MV Calendering,,Male,1955-07-29,Calendar Machine Operator MVN-107
60509536,1981-06-06,30 Termination,Charlotte,US-NC-Charlotte-CNTA Sales,2017-06-30,I0 Reduction in force,2017-06-30,99243,HQ Dist Center-Cha,,Female,1953-07-26,Material Handler
60509606,1981-01-05,30 Termination,Charlotte,US-NC-Charlotte-CNTA Sales,2017-10-10,I0 Reduction in force,2017-06-30,99608,HQ WH - OE DISTRIB,,Male,1952-03-09,Quality Technician
60509617,1984-06-18,30 Termination,Charlotte,US-NC-Charlotte-CNTA Sales,2017-10-10,I0 Reduction in force,2017-06-30,99243,HQ Dist Center-Cha,,Female,1961-08-13,Material Handler
60509915,1977-05-23,30 Termination,Charlotte,US-NC-Charlotte-CNTA Sales,2017-10-10,I0 Reduction in force,2017-06-30,99243,HQ Dist Center-Cha,,Male,1958-03-22,Material Handler
60509956,1992-04-29,30 Termination,Sumter,US-SC-Sumter-CTNA Prod,2017-07-24,V3 Accepted other employment,2017-06-30,70700,Head of Quality,,Male,1969-07-17,Sr Quality Assurance Specialist
60510014,1984-03-26,30 Termination,Charlotte,US-NC-Charlotte-CNTA Sales,2017-10-10,I0 Reduction in force,2017-06-30,99243,HQ Dist Center-Cha,,Male,1956-03-04,Material Handler
60510555,1984-05-14,30 Termination,Charlotte,US-NC-Charlotte-CNTA Sales,2017-10-10,I0 Reduction in force,2017-06-30,99243,HQ Dist Center-Cha,,Male,1961-08-07,Material Handler
60510572,1984-05-14,30 Termination,Charlotte,US-NC-Charlotte-CNTA Sales,2017-10-10,I0 Reduction in force,2017-06-30,99243,HQ Dist Center-Cha,,Male,1964-04-18,Material Handler
60510607,1983-05-31,30 Termination,Charlotte,US-NC-Charlotte-CNTA Sales,2017-10-10,I0 Reduction in force,2017-06-30,99243,HQ Dist Center-Cha,,Male,1962-11-08,Electrician MVN-132
60510611,1983-03-06,30 Termination,Charlotte,US-NC-Charlotte-CNTA Sales,2017-10-10,I0 Reduction in force,2017-06-30,99243,HQ Dist Center-Cha,,Male,1960-07-05,Maintenance Technician MVN-132
