Auto req ID,Country,Continental Location,Division,Cost Center,Job Title,Business Unit,Internal Position Title,Salary Classification,Salary Type,Current Req Status,Recruiter GID,ePR Approved,Date Open,Written Offer Accepted,Days On Hold,Days Open,Date Closed,Date Canceled,Started/Hired,No. of Positions,Positions Remaining,Original,Job Type,Date on Hold,Date Req Posted,Salary classification for internal posting
50213BR,US,Auburn Hills South,Automotive Divisions Central Functions,205­A160,DRIVE program 2017,Automotive Divisions Central Functions,DRIVE Graduate Program­2017,9,Fix,Canceled,-90008302,2016-10-13,2017-01-13,,15.0,97,,2017-05-05,,1,1,Internal,Trainee Programme,2017-04-20,2017-01-13 00:00:00,9
50260BR,US,Somersworth,ContiTech,2301203030,BM Assistant ­ BMD1,Mobile Fluid Systems,BM Assistant 1 ­ BMD1 (Replace Steve Rydell),TH101,Variable,Canceled,-90287554,2016-10-14,2016-10-14,,,271,,2017-07-12,,1,1,External,Position with experience,,2016-10-14 00:00:00,Hourly
50267BR,US,Auburn Hills North,Chassis & Safety,2264331,Software Engineering Supervisor,Advanced Driver Assistance Systems (ADAS),Software Engineering Supervisor,SG 11/12,Fix,Canceled,-90008357,2016-10-14,2016-10-17,,,102,,2017-01-27,,1,1,External,Position with experience,,2016-10-17 00:00:00,'11/12
50267BR,US,Auburn Hills North,Chassis & Safety,2264331,Software Engineering Supervisor,Advanced Driver Assistance Systems (ADAS),Software Engineering Supervisor,SG 11/12,Fix,Canceled,-90008357,2016-10-14,2016-10-17,,,102,,2017-01-27,,1,1,Internal,Position with experience,,2016-10-17 00:00:00,'11/12
50333BR,US,Troy,Interior,,Senior Staff Software Engineer,Body and Security (B&S),Senior Staff Software Engineer,,Variable,Canceled,-90331507,,2016-10-17,,,94,,2017-01-19,,1,1,External,Position with experience,,2017-01-04 00:00:00,Grade 11
50333BR,US,Troy,Interior,,Senior Staff Software Engineer,Body and Security (B&S),Senior Staff Software Engineer,,Variable,Canceled,-90331507,,2016-10-17,,,94,,2017-01-19,,1,1,Internal,Position with experience,,2017-01-04 00:00:00,Grade 11
50334BR,US,Troy,Interior,,Senior Staff Software Engineer,Body and Security (B&S),Senior Staff Software Engineer,,Variable,Canceled,-90331507,,2016-10-17,,,94,,2017-01-19,,1,1,External,Position with experience,,2017-01-04 00:00:00,Grade 11
50335BR,US,Troy,Interior,,Senior Staff Software Engineer,Body and Security (B&S),Senior Staff Software Engineer,,Variable,Canceled,-90331507,,2016-10-17,,,94,,2017-01-19,,1,1,External,Position with experience,,2016-11-01 00:00:00,Grade 11
50337BR,US,Auburn Hills North,Automotive Divisions Central Functions,,IT Applications Analyst,Automotive Divisions Central Functions,IT Applications Analyst,,Variable,Canceled,-90331507,,2016-10-17,,,94,,2017-01-19,,1,1,External,Position with experience,,2017-01-04 00:00:00,Grade 10
50337BR,US,Auburn Hills North,Automotive Divisions Central Functions,,IT Applications Analyst,Automotive Divisions Central Functions,IT Applications Analyst,,Variable,Canceled,-90331507,,2016-10-17,,,94,,2017-01-19,,1,1,Referral,Position with experience,,2017-01-04 00:00:00,Grade 10
50338BR,US,Troy,Interior,,Senior Staff Mechanical Engineer,Body and Security (B&S),Senior Staff Mechanical Engineer,,Variable,Canceled,-90331507,,2016-10-17,,,94,,2017-01-19,,1,1,External,Position with experience,,2016-11-01 00:00:00,Grade 11
50338BR,US,Troy,Interior,,Senior Staff Mechanical Engineer,Body and Security (B&S),Senior Staff Mechanical Engineer,,Variable,Canceled,-90331507,,2016-10-17,,,94,,2017-01-19,,1,1,Internal,Position with experience,,2016-11-01 00:00:00,Grade 11
50346BR,US,Auburn Hills South,Powertrain,,Lead Supplier Quality Specialist,Sensors & Actuators,Lead Supplier Quality Specialist,,Variable,Canceled,-90331507,,2016-10-17,,,109,,2017-02-03,,1,1,Internal,Position with experience,,2016-11-01 00:00:00,Grade 11
50346BR,US,Auburn Hills South,Powertrain,,Lead Supplier Quality Specialist,Sensors & Actuators,Lead Supplier Quality Specialist,,Variable,Canceled,-90331507,,2016-10-17,,,109,,2017-02-03,,1,1,External,Position with experience,,2016-11-01 00:00:00,Grade 11
50348BR,US,Charlotte/Fort Mill,Automotive Divisions Central Functions,,Principal IT Business Analyst,Automotive Divisions Central Functions,Principal IT Business Analyst,,Variable,Canceled,-90331507,,2016-10-17,,,94,,2017-01-19,,1,1,External,Position with experience,,2016-11-01 00:00:00,Grade 12
50349BR,US,Troy,Interior,,Customer Liaison Engineer,Body and Security (B&S),Customer Liaison Engineer,,Variable,Canceled,-90331507,,2016-10-17,,,94,,2017-01-19,,1,1,External,Position with experience,,2017-01-04 00:00:00,Grade 10
50349BR,US,Troy,Interior,,Customer Liaison Engineer,Body and Security (B&S),Customer Liaison Engineer,,Variable,Canceled,-90331507,,2016-10-17,,,94,,2017-01-19,,1,1,Internal,Position with experience,,2017-01-04 00:00:00,Grade 10
50350BR,US,Santa Barbara,Chassis & Safety,,"Software Engineer, Advanced Driver Assistance Systems",Advanced Driver Assistance Systems (ADAS),"Software Engineer, Advanced Driver Assistance Systems",,Variable,Canceled,-90331507,,2016-10-17,,,94,,2017-01-19,,1,1,External,Position with experience,,2016-11-01 00:00:00,Grade 10
50350BR,US,Santa Barbara,Chassis & Safety,,"Software Engineer, Advanced Driver Assistance Systems",Advanced Driver Assistance Systems (ADAS),"Software Engineer, Advanced Driver Assistance Systems",,Variable,Canceled,-90331507,,2016-10-17,,,94,,2017-01-19,,1,1,Internal,Position with experience,,2016-11-01 00:00:00,Grade 10
50351BR,US,Auburn Hills South,Powertrain,,Senior Staff Software Engineer,Engine Systems,Senior Staff Software Engineer,,Variable,Canceled,-90331507,,2016-10-17,,,109,,2017-02-03,,1,1,External,Position with experience,,2016-11-01 00:00:00,Grade 11
50351BR,US,Auburn Hills South,Powertrain,,Senior Staff Software Engineer,Engine Systems,Senior Staff Software Engineer,,Variable,Canceled,-90331507,,2016-10-17,,,109,,2017-02-03,,1,1,Referral,Position with experience,,2016-11-01 00:00:00,Grade 11
50661BR,US,Seguin,Interior,54­3520,Test Technician IV,Central Functions,Test Technician IV,9,Variable,Canceled,-90285119,2016-09-28,2016-10-24,,77.0,149,,2017-06-07,,1,1,External,Position with experience,2017-03-22,2016-10-24 00:00:00,Grade 9
50661BR,US,Seguin,Interior,54­3520,Test Technician IV,Central Functions,Test Technician IV,9,Variable,Canceled,-90285119,2016-09-28,2016-10-24,,77.0,149,,2017-06-07,,1,1,Internal,Position with experience,2017-03-22,2016-10-24 00:00:00,Grade 9
50661BR,US,Seguin,Interior,54­3520,Test Technician IV,Central Functions,Test Technician IV,9,Variable,Canceled,-90285119,2016-09-28,2016-10-24,,77.0,149,,2017-06-07,,1,1,Referral,Position with experience,2017-03-22,2016-10-24 00:00:00,Grade 9
50748BR,US,Auburn Hills South,Interior,205­I610,Account Manager,Instrumentation and Driver HMI (ID),Account Manager,12,Fix,Canceled,-90199971,2016-10-24,2016-10-26,,59.0,198,,2017-07-10,,1,1,External,Position with experience,2017-05-12,2017-04-19 00:00:00,12
50748BR,US,Auburn Hills South,Interior,205­I610,Account Manager,Instrumentation and Driver HMI (ID),Account Manager,12,Fix,Canceled,-90199971,2016-10-24,2016-10-26,,59.0,198,,2017-07-10,,1,1,Internal,Position with experience,2017-05-12,2017-04-19 00:00:00,12
50907BR,US,Auburn Hills South,Automotive Divisions Central Functions,205­A905,EMC Test and Design Intern,Automotive Divisions Central Functions,Copy of EMC Student ­ Fall 2015,Intern,Fix,Canceled,-90164995,2016-10-26,2016-10-27,,89.0,14,,2017-02-07,,1,1,External,Internship,2016-11-10,2016-10-27 00:00:00,
51206BR,US,Auburn Hills- Harmon Rd,Tires,99108,Automotive Engineer / Program Manager,PLT OE,Automotive Engineer,10,Fix,Canceled,-90209353,2016-11-01,2016-11-02,,55.0,16,,2017-01-12,,1,1,Internal,Position with experience,2016-11-29,2016-11-02 00:00:00,10
51212BR,US,Mt. Vernon,Tires,12720,IE Intern,Plant,IE Intern,Temp,Fix,Canceled,-90159239,2016-10-25,2016-11-02,,,133,,2017-03-15,,1,1,External,Position without experience,,2016-11-02 00:00:00,Hourly
51322BR,US,Auburn Hills North,Chassis & Safety,2264335,Electronic Build Test Technician (ADAS),Advanced Driver Assistance Systems (ADAS),Electronic Build Test Technician,2017-09-10 00:00:00,Fix,Canceled,-90279580,2016-11-03,2016-11-03,,10.0,137,,2017-03-30,,1,1,Internal,Position with experience,2017-03-20,2016-11-03 00:00:00,'9/10 NT
51427BR,US,Rochester Hills,ContiTech,860801471,Sales Manager,Mobile Fluid Systems,Sales Manager,12,Fix,Canceled,-90279580,2016-11-06,2016-11-10,,122.0,81,,2017-06-01,,1,1,External,Position with experience,2017-04-21,2016-11-10 00:00:00,SG 12
51427BR,US,Rochester Hills,ContiTech,860801471,Sales Manager,Mobile Fluid Systems,Sales Manager,12,Fix,Canceled,-90279580,2016-11-06,2016-11-10,,122.0,81,,2017-06-01,,1,1,Internal,Position with experience,2017-04-21,2016-11-10 00:00:00,SG 12
51467BR,US,Dearborn CoDrive,Powertrain,219­Q047,Technical Specialist for Actuator Systems for Transmission,Transmission (TR),Electro­Hydraulic Technical Specialist for Automotive Drivetrain,2017-11-12 00:00:00,Fix,Canceled,-90305685,2016-10-06,2016-11-21,,58.0,140,,2017-06-07,,1,1,Internal,Position with experience,2017-04-20,2016-11-21 00:00:00,2017-11-12 00:00:00
51467BR,US,Dearborn CoDrive,Powertrain,219­Q047,Technical Specialist for Actuator Systems for Transmission,Transmission (TR),Electro­Hydraulic Technical Specialist for Automotive Drivetrain,2017-11-12 00:00:00,Fix,Canceled,-90305685,2016-10-06,2016-11-21,,58.0,140,,2017-06-07,,1,1,External,Position with experience,2017-04-20,2016-11-21 00:00:00,2017-11-12 00:00:00
51512BR,US,Somersworth,ContiTech,2301208130,Logistics Material Handler,Fluid,3­11 Shift ­ Logistics Material Handler (convert Sean Brunelle),Hourly Non­Exempt,Variable,Canceled,-90287554,2016-11-07,2016-11-09,,,61,,2017-01-09,,1,1,External,Position with experience,,2016-11-09 00:00:00,Hourly
51512BR,US,Somersworth,ContiTech,2301208130,Logistics Material Handler,Fluid,3­11 Shift ­ Logistics Material Handler (convert Sean Brunelle),Hourly Non­Exempt,Variable,Canceled,-90287554,2016-11-07,2016-11-09,2016-12-21,,61,,2017-01-09,,1,1,External,Position with experience,,2016-11-09 00:00:00,Hourly
51517BR,US,Somersworth,ContiTech,2301208130,Logistics Group Leader,Fluid,11­7 Shift ­ Logistics Group Leader (replacement),Hourly Non­Exempt,Variable,Canceled,-90287554,2016-11-07,2016-11-09,,,62,,2017-01-10,,1,1,External,Position with experience,,2016-11-09 00:00:00,Hourly
51517BR,US,Somersworth,ContiTech,2301208130,Logistics Group Leader,Fluid,11­7 Shift ­ Logistics Group Leader (replacement),Hourly Non­Exempt,Variable,Canceled,-90287554,2016-11-07,2016-11-09,,,62,,2017-01-10,,1,1,Internal,Position with experience,,2016-11-09 00:00:00,Hourly
51655BR,US,Sumter,Tires,71040,Material Handler ­- Warehouse,PLT Repl. The Americas,FGW­Material Handler 2016 (R),Hourly,Variable,Canceled,-90195018,2016-11-09,2016-11-10,,,106,,2017-02-24,,1,1,External,Manufacturing,,2016-11-10 00:00:00,hourly
51655BR,US,Sumter,Tires,71040,Material Handler ­- Warehouse,PLT Repl. The Americas,FGW­Material Handler 2016 (R),Hourly,Variable,Canceled,-90195018,2016-11-09,2016-11-10,,,106,,2017-02-24,,1,1,Internal,Manufacturing,,2016-11-10 00:00:00,hourly
51912BR,US,Charlotte/Fort Mill,Headquarters,HQ Conti C,SENIOR CONSULTANT (F/M) – CONTINENTAL BUSINESS CONSULTING,Finance Controlling & Law (FCL),SENIOR CONSULTANT (F/M) – CONTINENTAL BUSINESS CONSULTING,TBC,Variable,Canceled,-90352286,,2016-11-14,,,51,,2017-01-04,,1,1,Internal,Position with experience,,2016-11-14 00:00:00,SG 12
51930BR,US,Troy,Interior,205­B971,Software Quality Engineering Intern,Body and Security (B&S),Software Quality Engineering Intern,Intern,Variable,Canceled,-90260729,2016-11-07,2016-11-28,,4.0,87,,2017-02-27,,1,1,External,Internship,2017-02-23,2016-12-06 00:00:00,
51946BR,US,Auburn Hills North,Chassis & Safety,1364475,Engineering Change Intern,Passive Safety & Sensorics (PSS),Engineering Change Assistant Intern,Intern,Fix,Canceled,-90260729,2016-11-15,2016-11-28,,1.0,87,,2017-02-24,,1,1,External,Internship,2017-02-23,2016-11-28 00:00:00,
51946BR,US,Auburn Hills North,Chassis & Safety,1364475,Engineering Change Intern,Passive Safety & Sensorics (PSS),Engineering Change Assistant Intern,Intern,Fix,Canceled,-90260729,2016-11-15,2016-11-28,,1.0,87,,2017-02-24,,1,1,Referral,Internship,2017-02-23,2016-11-28 00:00:00,
52073BR,US,Auburn Hills- Harmon Rd,ContiTech,99932,Sales Coordinator,Others,Sales Coordinator,2017-09-10 00:00:00,Fix,Canceled,-90279580,2016-11-16,2016-11-22,,99.0,62,,2017-05-02,,1,1,Referral,Position with experience,2017-01-23,2016-11-22 00:00:00,2017-09-10 00:00:00
52073BR,US,Auburn Hills- Harmon Rd,ContiTech,99932,Sales Coordinator,Others,Sales Coordinator,2017-09-10 00:00:00,Fix,Canceled,-90279580,2016-11-16,2016-11-22,,99.0,62,,2017-05-02,,1,1,External,Position with experience,2017-01-23,2016-11-22 00:00:00,2017-09-10 00:00:00
52073BR,US,Auburn Hills- Harmon Rd,ContiTech,99932,Sales Coordinator,Others,Sales Coordinator,2017-09-10 00:00:00,Fix,Canceled,-90279580,2016-11-16,2016-11-22,,99.0,62,,2017-05-02,,1,1,Internal,Position with experience,2017-01-23,2016-11-22 00:00:00,2017-09-10 00:00:00
52097BR,US,Auburn Hills North,Headquarters,564700,Regional Procurement Specialist,Corporate Purchasing,Regional Procurement Specialist,2017-10-11 00:00:00,Fix,Canceled,-90352286,,2016-11-16,,,117,,2017-03-13,,1,1,Internal,Position with experience,,2016-11-16 00:00:00,2017-10-11 00:00:00
52097BR,US,Auburn Hills North,Headquarters,564700,Regional Procurement Specialist,Corporate Purchasing,Regional Procurement Specialist,2017-10-11 00:00:00,Fix,Canceled,-90352286,,2016-11-16,,,117,,2017-03-13,,1,1,Referral,Position with experience,,2016-11-16 00:00:00,2017-10-11 00:00:00
52097BR,US,Auburn Hills North,Headquarters,564700,Regional Procurement Specialist,Corporate Purchasing,Regional Procurement Specialist,2017-10-11 00:00:00,Fix,Canceled,-90352286,,2016-11-16,,,117,,2017-03-13,,1,1,External,Position with experience,,2016-11-16 00:00:00,2017-10-11 00:00:00
52097BR,US,Auburn Hills North,Headquarters,564700,Regional Procurement Specialist,Corporate Purchasing,Regional Procurement Specialist,2017-10-11 00:00:00,Fix,Canceled,-90352286,,2016-11-16,2017-02-28,,117,,2017-03-13,,1,1,External,Position with experience,,2016-11-16 00:00:00,2017-10-11 00:00:00
52102BR,US,Somersworth,ContiTech,2301208010,Maintenance Technician (Electrical),Mobile Fluid Systems,Dave Huston Replacement ­ Sil 3,Hourly TH107 or above,Variable,Canceled,-90287554,2016-11-16,2016-11-21,,,109,,2017-03-10,,1,1,External,Position with experience,,2016-11-21 00:00:00,Hourly
52104BR,US,Somersworth,ContiTech,2301208010,Maintenance Technician (Electrical),Mobile Fluid Systems,Lawrence Ready Replacement ­ Sil 2,Hourly TH107 or above,Variable,Canceled,-90382271,2016-11-16,2016-11-21,,0.0,263,,2017-08-11,,1,1,External,Position with experience,2017-07-19,2017-03-07 00:00:00,Hourly
52104BR,US,Somersworth,ContiTech,2301208010,Maintenance Technician (Electrical),Mobile Fluid Systems,Lawrence Ready Replacement ­ Sil 2,Hourly TH107 or above,Variable,Canceled,-90382271,2016-11-16,2016-11-21,2017-03-15,0.0,263,,2017-08-11,,1,1,External,Position with experience,2017-07-19,2017-03-07 00:00:00,Hourly
52104BR,US,Somersworth,ContiTech,2301208010,Maintenance Technician (Electrical),Mobile Fluid Systems,Lawrence Ready Replacement ­ Sil 2,Hourly TH107 or above,Variable,Canceled,-90382271,2016-11-16,2016-11-21,2017-04-28,0.0,263,,2017-08-11,,1,1,External,Position with experience,2017-07-19,2017-03-07 00:00:00,Hourly
52162BR,US,Auburn Hills North,Chassis & Safety,2264204,Project Manager ADAS,Advanced Driver Assistance Systems (ADAS),Project Manager ADAS,12,Fix,Canceled,-90279580,2016-11-17,2016-11-21,,31.0,98,,2017-03-30,,1,1,Internal,Position with experience,2017-02-27,2016-11-21 00:00:00,'12
52162BR,US,Auburn Hills North,Chassis & Safety,2264204,Project Manager ADAS,Advanced Driver Assistance Systems (ADAS),Project Manager ADAS,12,Fix,Canceled,-90279580,2016-11-17,2016-11-21,,31.0,98,,2017-03-30,,1,1,Referral,Position with experience,2017-02-27,2016-11-21 00:00:00,'12
52162BR,US,Auburn Hills North,Chassis & Safety,2264204,Project Manager ADAS,Advanced Driver Assistance Systems (ADAS),Project Manager ADAS,12,Fix,Canceled,-90279580,2016-11-17,2016-11-21,,31.0,98,,2017-03-30,,1,1,Manual,Position with experience,2017-02-27,2016-11-21 00:00:00,'12
52162BR,US,Auburn Hills North,Chassis & Safety,2264204,Project Manager ADAS,Advanced Driver Assistance Systems (ADAS),Project Manager ADAS,12,Fix,Canceled,-90279580,2016-11-17,2016-11-21,,31.0,98,,2017-03-30,,1,1,External,Position with experience,2017-02-27,2016-11-21 00:00:00,'12
52172BR,US,Seguin,Automotive Divisions Central Functions,54­0930,Customer Service Specialist,Automotive Divisions Central Functions,Customer Service Specialist,H06,Fix,Canceled,-90285119,2016-11-17,2016-11-18,,21.0,31,,2017-01-09,,1,1,External,Position with experience,2016-12-19,2016-11-19 00:00:00,H06
52172BR,US,Seguin,Automotive Divisions Central Functions,54­0930,Customer Service Specialist,Automotive Divisions Central Functions,Customer Service Specialist,H06,Fix,Canceled,-90285119,2016-11-17,2016-11-18,,21.0,31,,2017-01-09,,1,1,Internal,Position with experience,2016-12-19,2016-11-19 00:00:00,H06
52174BR,US,Seguin,Interior,54­3500,Test Engineer,Central Functions,Senior Test Engineer,Exempt,Fix,Canceled,-90285119,2016-11-17,2016-11-18,,,126,,2017-03-24,,1,1,Manual,Position with experience,,2017-03-07 00:00:00,Grade 10 / 11
52174BR,US,Seguin,Interior,54­3500,Test Engineer,Central Functions,Senior Test Engineer,Exempt,Fix,Canceled,-90285119,2016-11-17,2016-11-18,,,126,,2017-03-24,,1,1,External,Position with experience,,2017-03-07 00:00:00,Grade 10 / 11
52174BR,US,Seguin,Interior,54­3500,Test Engineer,Central Functions,Senior Test Engineer,Exempt,Fix,Canceled,-90285119,2016-11-17,2016-11-18,,,126,,2017-03-24,,1,1,Referral,Position with experience,,2017-03-07 00:00:00,Grade 10 / 11
52182BR,US,Auburn Hills North,Automotive Divisions Central Functions,564721,Supply Chain Analyst,Automotive Divisions Central Functions,Supply Chain Analyst,9,Fix,Canceled,-90352286,2016-11-18,2016-11-23,,,86,,2017-02-17,,1,1,External,Position with experience,,2016-11-23 00:00:00,9
52182BR,US,Auburn Hills North,Automotive Divisions Central Functions,564721,Supply Chain Analyst,Automotive Divisions Central Functions,Supply Chain Analyst,9,Fix,Canceled,-90352286,2016-11-18,2016-11-23,,,86,,2017-02-17,,1,1,Internal,Position with experience,,2016-11-23 00:00:00,9
52182BR,US,Auburn Hills North,Automotive Divisions Central Functions,564721,Supply Chain Analyst,Automotive Divisions Central Functions,Supply Chain Analyst,9,Fix,Canceled,-90352286,2016-11-18,2016-11-23,,,86,,2017-02-17,,1,1,Referral,Position with experience,,2016-11-23 00:00:00,9
52366BR,US,Somersworth,ContiTech,2301202050,FE Assembler,Fluid,Conversion FE Assembler ­ 2nd Shift (Jamie Merrill),TH101,Variable,Canceled,Error,2016-11-21,2017-04-21,,,26,,2017-05-17,,1,1,External,Position with experience,,2017-04-21 00:00:00,Hourly
52394BR,US,Newport News,Powertrain,205­P749,Supplier Quality Engineer,Engine Systems,SYNERJECT ­ Delavan­ Supplier Quality Manager­ Replacement,"10, 11, 12",Fix,Canceled,-90285119,2016-11-22,2017-01-19,2017-04-03,,152,,2017-06-20,,1,1,External,Position with experience,,2017-02-13 00:00:00,Grade 10
52394BR,US,Newport News,Powertrain,205­P749,Supplier Quality Engineer,Engine Systems,SYNERJECT ­ Delavan­ Supplier Quality Manager­ Replacement,"10, 11, 12",Fix,Canceled,-90285119,2016-11-22,2017-01-19,,,152,,2017-06-20,,1,1,External,Position with experience,,2017-02-13 00:00:00,Grade 10
52394BR,US,Newport News,Powertrain,205­P749,Supplier Quality Engineer,Engine Systems,SYNERJECT ­ Delavan­ Supplier Quality Manager­ Replacement,"10, 11, 12",Fix,Canceled,-90285119,2016-11-22,2017-01-19,,,152,,2017-06-20,,1,1,Internal,Position with experience,,2017-02-13 00:00:00,Grade 10
52404BR,US,Newport News,Powertrain,205­ P749,Systems Integration Engineer,Engine Systems,SYNERJECT ­ Delavan ­ Systems Integration Engineer (Architect),"10, 11",Fix,Canceled,-90285119,2016-11-22,2017-01-19,,,27,,2017-02-15,,1,1,Referral,Position with experience,,2017-01-19 00:00:00,"Grade 10, 11, 12"
52404BR,US,Newport News,Powertrain,205­ P749,Systems Integration Engineer,Engine Systems,SYNERJECT ­ Delavan ­ Systems Integration Engineer (Architect),"10, 11",Fix,Canceled,-90285119,2016-11-22,2017-01-19,,,27,,2017-02-15,,1,1,External,Position with experience,,2017-01-19 00:00:00,"Grade 10, 11, 12"
52404BR,US,Newport News,Powertrain,205­ P749,Systems Integration Engineer,Engine Systems,SYNERJECT ­ Delavan ­ Systems Integration Engineer (Architect),"10, 11",Fix,Canceled,-90285119,2016-11-22,2017-01-19,,,27,,2017-02-15,,1,1,Internal,Position with experience,,2017-01-19 00:00:00,"Grade 10, 11, 12"
52410BR,US,Newport News,Powertrain,205­P749,Supervisor Master Planning,Engine Systems,SYNERJECT ­ Newport News ­ Supervisor Master Planning ­ Replacement,"10,11",Fix,Canceled,-90285119,2016-11-22,2017-01-26,,98.0,64,,2017-07-07,,1,1,Internal,Position with experience,2017-03-31,2017-01-26 00:00:00,Grade 10 \11
52410BR,US,Newport News,Powertrain,205­P749,Supervisor Master Planning,Engine Systems,SYNERJECT ­ Newport News ­ Supervisor Master Planning ­ Replacement,"10,11",Fix,Canceled,-90285119,2016-11-22,2017-01-26,,98.0,64,,2017-07-07,,1,1,Referral,Position with experience,2017-03-31,2017-01-26 00:00:00,Grade 10 \11
52410BR,US,Newport News,Powertrain,205­P749,Supervisor Master Planning,Engine Systems,SYNERJECT ­ Newport News ­ Supervisor Master Planning ­ Replacement,"10,11",Fix,Canceled,-90285119,2016-11-22,2017-01-26,,98.0,64,,2017-07-07,,1,1,External,Position with experience,2017-03-31,2017-01-26 00:00:00,Grade 10 \11
52459BR,US,Santa Clara,Automotive Divisions Central Functions,564505,Executive Director - Continental California,Automotive Divisions Central Functions,Executive Director - Continental California,13/14,Fix,Canceled,-90137107,,2016-11-22,,,153,,2017-04-24,,1,1,Internal,Position with experience,,2016-11-22 00:00:00,14
52764BR,US,Newport News,Automotive Divisions Central Functions,564700,Plant Procurement Specialist,Automotive Divisions Central Functions,Plant Procurement Specialist,10,Fix,Canceled,-90352286,2016-11-28,2016-12-13,,,111,,2017-04-03,,1,1,External,Position with experience,,2016-12-13 00:00:00,10
52823BR,US,Fletcher,Chassis & Safety,1862177,Tooling Technician IV,Hydraulic Brake Systems (HBS),Tooling Technician IV,9,Fix,Canceled,-90285119,,2016-11-29,,,127,,2017-04-05,,1,1,External,Position with experience,,2017-03-12 00:00:00,grade 9
52823BR,US,Fletcher,Chassis & Safety,1862177,Tooling Technician IV,Hydraulic Brake Systems (HBS),Tooling Technician IV,9,Fix,Canceled,-90285119,,2016-11-29,,,127,,2017-04-05,,1,1,Manual,Position with experience,,2017-03-12 00:00:00,grade 9
52823BR,US,Fletcher,Chassis & Safety,1862177,Tooling Technician IV,Hydraulic Brake Systems (HBS),Tooling Technician IV,9,Fix,Canceled,-90285119,,2016-11-29,,,127,,2017-04-05,,1,1,Internal,Position with experience,,2017-03-12 00:00:00,grade 9
52823BR,US,Fletcher,Chassis & Safety,1862177,Tooling Technician IV,Hydraulic Brake Systems (HBS),Tooling Technician IV,9,Fix,Canceled,-90285119,,2016-11-29,,,127,,2017-04-05,,1,1,Referral,Position with experience,,2017-03-12 00:00:00,grade 9
52931BR,US,Norfolk,ContiTech,150255,Production Supervisor,Mobile Fluid Systems,Supervisor,9,Fix,Canceled,-90324041,2016-11-21,2016-11-30,,,203,,2017-06-21,,1,1,External,Position with experience,,2016-12-01 00:00:00,9
52998BR,US,Deer Park,Automotive Divisions Central Functions,57­8012,Accounts Receivable Analyst ­,Automotive Divisions Central Functions,Accounts Receivable Analyst ­,2017-09-10 00:00:00,Fix,Canceled,-90352286,2016-09-26,2016-12-01,,,71,,2017-02-10,,1,1,Referral,Position with experience,,2016-12-01 00:00:00,2017-09-10 00:00:00
52998BR,US,Deer Park,Automotive Divisions Central Functions,57­8012,Accounts Receivable Analyst ­,Automotive Divisions Central Functions,Accounts Receivable Analyst ­,2017-09-10 00:00:00,Fix,Canceled,-90352286,2016-09-26,2016-12-01,,,71,,2017-02-10,,1,1,External,Position with experience,,2016-12-01 00:00:00,2017-09-10 00:00:00
52998BR,US,Deer Park,Automotive Divisions Central Functions,57­8012,Accounts Receivable Analyst ­,Automotive Divisions Central Functions,Accounts Receivable Analyst ­,2017-09-10 00:00:00,Fix,Canceled,-90352286,2016-09-26,2016-12-01,,,71,,2017-02-10,,1,1,Internal,Position with experience,,2016-12-01 00:00:00,2017-09-10 00:00:00
53020BR,US,Santa Barbara,Chassis & Safety,222­4000,Principal Technical Expert Industrialization & Manufacturing,Advanced Driver Assistance Systems (ADAS),"Principal Technical Expert 
Industrialization & Manufacturing",HG12,Fix,Canceled,-90370132,2016-11-30,2016-12-05,,,133,,2017-04-17,,1,1,External,Position with experience,,2016-12-05 00:00:00,12
53020BR,US,Santa Barbara,Chassis & Safety,222­4000,Principal Technical Expert Industrialization & Manufacturing,Advanced Driver Assistance Systems (ADAS),"Principal Technical Expert 
Industrialization & Manufacturing",HG12,Fix,Canceled,-90370132,2016-11-30,2016-12-05,,,133,,2017-04-17,,1,1,Internal,Position with experience,,2016-12-05 00:00:00,12
53020BR,US,Santa Barbara,Chassis & Safety,222­4000,Principal Technical Expert Industrialization & Manufacturing,Advanced Driver Assistance Systems (ADAS),"Principal Technical Expert 
Industrialization & Manufacturing",HG12,Fix,Canceled,-90370132,2016-11-30,2016-12-05,,,133,,2017-04-17,,1,1,Referral,Position with experience,,2016-12-05 00:00:00,12
53031BR,US,Rochester Hills,ContiTech,860801470,Sr. Application Engineer,Mobile Fluid Systems,Sr. Application Engineer,2017-10-11 00:00:00,Fix,Canceled,-90279580,2016-12-02,2016-12-07,,,56,,2017-02-01,,1,1,Internal,Position with experience,,2016-12-07 00:00:00,SG 10/11 Exempt
53031BR,US,Rochester Hills,ContiTech,860801470,Sr. Application Engineer,Mobile Fluid Systems,Sr. Application Engineer,2017-10-11 00:00:00,Fix,Canceled,-90279580,2016-12-02,2016-12-07,,,56,,2017-02-01,,1,1,External,Position with experience,,2016-12-07 00:00:00,SG 10/11 Exempt
53055BR,US,Deer Park,Powertrain,57­6221,Technical Project Lead,Sensors & Actuators,Technical Project Leader,,Fix,Canceled,-90305685,2016-12-02,2016-12-21,,65.0,181,,2017-08-09,,1,1,Referral,Position with experience,2017-08-02,2016-12-21 00:00:00,11
53055BR,US,Deer Park,Powertrain,57­6221,Technical Project Lead,Sensors & Actuators,Technical Project Leader,,Fix,Canceled,-90305685,2016-12-02,2016-12-21,,65.0,181,,2017-08-09,,1,1,External,Position with experience,2017-08-02,2016-12-21 00:00:00,11
